Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7clUVcSOtkNWa58Gw5RfD4,Speed of Sound,X&Y,Coldplay,6/7/2005,287906,72,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Parlophone Records Limited,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,4
spotify:track:1ULdASrNy5rurl1TZfFaMP,Spicy,MY WORLD - The 3rd Mini Album,aespa,5/8/2023,197040,62,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,SM Entertainment / Warner Records,0.757,0.898,11,-1.247,0,0.0667,0.0138,0,0.0703,0.842,114.949,4
spotify:track:2QiqwOVUctPRVggO9G1Zs5,Wake Up,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,1992,363853,67,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"rap metal,rap rock,alternative metal,nu metal",Epic/Legacy,0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,4
spotify:track:5VZ0soW5syQfefCUj603DW,MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED;TXVSTERPLAYA,3/7/2024,93650,68,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:20:07Z,"phonk,brazilian phonk",broke,0.652,0.891,10,1.808,0,0.0368,0.001,0.0148,0.336,0.576,100.265,4
spotify:track:0M3adYbGtyRHACP86dey1H,Throne,That's The Spirit,Bring Me The Horizon,9/11/2015,191520,77,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"metalcore,emo,rock,screamo,post-hardcore",RCA Records Label,0.426,0.888,0,-3.72,0,0.0987,0.000455,0,0.306,0.387,144.111,4
spotify:track:7IdFdRlCjUi6kkhbPoRfnw,99 Problems,The Black Album,JAŸ-Z,11/14/2003,234626,53,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"hip hop,east coast hip hop,rap",Roc Nation / Jay-Z,0.493,0.887,6,-4.297,0,0.4,0.00661,0,0.103,0.551,89.157,4
spotify:track:400lQTCx3wYGgqAIHSZbNA,Given Up,Minutes to Midnight,Linkin Park,5/14/2007,189293,60,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"nu metal,rap metal,rock,alternative metal",Warner Records,0.655,0.886,7,-4.116,1,0.0435,0.00113,0.000409,0.0448,0.938,100.088,4
spotify:track:5cZqsjVs6MevCnAkasbEOX,Break Stuff,Significant Other,Limp Bizkit,1999,166706,86,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"nu metal,rap metal,alternative metal,rap rock",Interscope,0.432,0.884,8,-6.657,1,0.128,0.0128,0.000457,0.166,0.619,108.835,4
spotify:track:2d6m2F4I7wCuAKtSsdhh83,Famous Last Words,The Black Parade,My Chemical Romance,10/20/2006,299226,77,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"emo,pop punk",Reprise,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,4
spotify:track:42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),UTOPIA,Travis Scott;Playboi Carti,7/28/2023,191700,85,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"rap,rage rap",Cactus Jack/Epic,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
spotify:track:3dbLT62Cvs46Ju7a8gpr36,Savage,Savage - The 1st Mini Album,aespa,10/5/2021,238143,66,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,SM Entertainment,0.727,0.879,9,-1.167,1,0.129,0.124,0.0000117,0.244,0.671,146.959,4
spotify:track:0snQkGI5qnAmohLE7jTsTn,Toxicity,Toxicity,System Of A Down,9/4/2001,218933,86,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"nu metal,metal,alternative metal,rap metal,rock",American/Columbia,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
spotify:track:2UbLtO7CH3jhez0n2T7uDC,MONTAGEM COMA,MONTAGEM COMA,ANDROMEDA;elysian.,6/6/2025,73480,81,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:19:36Z,"phonk,brazilian phonk",Elysian Records,0.652,0.872,11,-2.616,1,0.0356,0.000285,0.759,0.117,0.731,120.052,4
spotify:track:7jqxHXlu3Ya7WF7lD7tIXj,MATADORA,MATADORA,DJ Asul,9/19/2025,88615,78,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:19:50Z,"phonk,brazilian phonk,funk",INTERTONE,0.697,0.872,10,-0.302,0,0.102,0.165,0.00000303,0.289,0.608,130.226,4
spotify:track:23wfXwnsPZYe5A1xXRHb3J,The Way I Am,The Marshall Mathers LP,Eminem,5/23/2000,290426,75,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"rap,hip hop",Eminem Catalog PS,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248,4
spotify:track:2nLtzopw4rPReszdYBJU6h,Numb,Meteora,Linkin Park,3/25/2003,187520,89,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"nu metal,rap metal,rock,alternative metal",Warner Records,0.488,0.87,6,-4.185,0,0.0421,0.00353,0,0.484,0.211,110.072,4
spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,Don't Let Me Down,The Chainsmokers;Daya,2/5/2016,208373,86,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Disruptor Records/Columbia,0.533,0.869,11,-5.093,1,0.173,0.156,0.00538,0.136,0.425,159.805,4
spotify:track:3Te8uLyit6X3ncNW8Fp3K2,Immortals,American Beauty/American Psycho,Fall Out Boy,1/16/2015,189386,78,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"emo,pop punk",Island Records,0.616,0.868,2,-3.606,1,0.0699,0.00131,0.00000154,0.671,0.475,108.016,4
spotify:track:0A9mHc7oYUoCECqByV8cQR,Animals,Animals,Martin Garrix,6/17/2013,304228,73,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"edm,progressive house,electronica",STMPD RCRDS,0.675,0.868,1,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128.007,4
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,In the End,Hybrid Theory (Bonus Edition),Linkin Park,10/24/2000,216880,90,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"nu metal,rap metal,rock,alternative metal",Warner Records,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,In the End,Hybrid Theory (Bonus Edition),Linkin Park,10/24/2000,216880,90,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"nu metal,rap metal,rock,alternative metal",Warner Records,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
spotify:track:5GK7eDDTVz7CTge1wJrDQW,Kill This Love,Kill This Love,BLACKPINK,4/5/2019,189052,71,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,YG Entertainment,0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,4
spotify:track:0WSa1sucoNRcEeULlZVQXj,Can You Feel My Heart,Sempiternal (Expanded Edition),Bring Me The Horizon,4/1/2013,227296,80,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"metalcore,emo,rock,screamo,post-hardcore",RCA Records Label,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5
spotify:track:04aAxqtGp5pv12UXAg4pkq,Centuries,American Beauty/American Psycho,Fall Out Boy,1/16/2015,228360,83,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"emo,pop punk",Island Records,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4
spotify:track:1XTGyfJeMiZXrZ1W3NolcB,Know Your Enemy,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,1992,294506,69,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"rap metal,rap rock,alternative metal,nu metal",Epic/Legacy,0.575,0.857,4,-3.961,1,0.155,0.0125,0.00229,0.145,0.623,117.413,4
spotify:track:7F2HkBsshPlY2jDFbHpUvQ,Royalty,Royalty,Egzod;Maestro Chives;Neoni,4/22/2021,223520,80,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-21T21:27:10Z,,NCS,0.418,0.856,4,-4.228,0,0.0527,0.0176,0.0000726,0.138,0.316,80.037,4
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,Next Level,Next Level,aespa,5/17/2021,221573,68,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,SM Entertainment,0.82,0.852,11,-2.567,0,0.166,0.488,0.00000594,0.0907,0.82,109.036,4
spotify:track:1sWeSMifj6Z6kZyI6z3bRc,Warriors,Smoke + Mirrors (Deluxe),Imagine Dragons,5/11/2015,171040,72,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Kid Ina Korner / Interscope,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,4
spotify:track:1EoHEkVcysf4WVDx6r9WzQ,Over,Thank Me Later (Int'l Version),Drake,1/1/2010,233560,65,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rap,Cash Money Records/Young Money Ent./Universal Rec.,0.325,0.848,7,-5.611,1,0.279,0.0109,0,0.124,0.433,100.093,5
spotify:track:4xkOaSrkexMciUUogZKVTS,Till I Collapse,The Eminem Show,Eminem;Nate Dogg,5/26/2002,297786,86,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"rap,hip hop,g-funk,west coast hip hop,old school hip hop",Eminem Catalog PS,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,4
spotify:track:1FdU4oF88UOJwA9GYgognx,Diamond Eyes,Diamond Eyes (Deluxe),Deftones,4/30/2010,188266,59,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Reprise,0.331,0.845,8,-4.876,1,0.0551,0.000109,0.000212,0.0758,0.468,153.484,3
spotify:track:6or1bKJiZ06IlK0vFvY75k,Rap God,The Marshall Mathers LP2 (Deluxe),Eminem,11/5/2013,363521,75,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"rap,hip hop",Eminem Catalog PS,0.709,0.843,7,-2.66,1,0.314,0.395,0,0.799,0.625,148.134,4
spotify:track:3dI59jLoFMjMAyUAyRZnkE,BANG BANG BANG,MADE,BIGBANG,12/13/2016,220177,74,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,YG Entertainment,0.69,0.843,1,-2.949,1,0.0534,0.0167,0,0.346,0.428,135.01,4
spotify:track:0XuepwFJUcKN8T5zTqoP0F,Back Door,IN LIFE,Stray Kids,9/14/2020,189286,71,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"k-pop,noise music",Republic Records - Stray Kids,0.82,0.842,7,-3.853,1,0.272,0.157,0,0.112,0.653,107.952,4
spotify:track:2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,Master Of Puppets (Remastered),Metallica,3/3/1986,515386,81,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"metal,thrash metal,rock,heavy metal,hard rock",Blackened Recordings / Universal Music,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4
spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,1992,313573,82,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"rap metal,rap rock,alternative metal,nu metal",Epic/Legacy,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4
spotify:track:6R0GRYk2vs2XuBVemYK5YZ,Ultimate,Ultimate,Denzel Curry,1/1/2015,189974,62,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Loma Vista,0.493,0.826,9,-3.106,1,0.311,0.095,0.00000342,0.252,0.75,112.865,4
spotify:track:5QO79kh1waicV47BqGRL3g,Save Your Tears,After Hours,The Weeknd,3/20/2020,215626,87,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Republic Records,0.679,0.825,0,-5.487,1,0.0309,0.0212,0.0000121,0.543,0.644,118.049,4
spotify:track:060RNnzoMay3wKJek1faPc,MANTRA,amo,Bring Me The Horizon,1/25/2019,233128,63,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"metalcore,emo,rock,screamo,post-hardcore",RCA Records Label,0.5,0.817,0,-3.501,1,0.0459,0.00054,0,0.152,0.599,90.01,4
spotify:track:0fZRNhPJ4AGmwY7rkpdbqK,ON,MAP OF THE SOUL : 7,BTS,2/21/2020,246380,74,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,BIGHIT MUSIC,0.583,0.817,9,-5.146,0,0.099,0.118,0,0.338,0.437,105.935,4
spotify:track:39lMIe4qlccsam5GRY4NRn,Big Pimpin',Vol. 3... Life And Times Of S. Carter,JAŸ-Z;UGK,12/28/1999,283066,64,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"hip hop,east coast hip hop,rap,southern hip hop,old school hip hop",Roc-A-Fella,0.879,0.814,11,-6.307,0,0.141,0.166,0.00678,0.0584,0.943,138.091,4
spotify:track:20uYAdCEoIkSZStIfPW1TB,Taki Taki,Latin Rhythm - The Best Reggeaton Club Hits,DJ Snake;Selena Gomez;Ozuna;Cardi B,8/14/2023,212973,54,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"reggaeton,trap latino,latin,urbano latino",UME - Global Clearing House,0.848,0.813,11,-4.212,1,0.235,0.165,0.00000372,0.065,0.623,96.033,4
spotify:track:0x60P5taxdI5pcGbqbap6S,Business,The Eminem Show,Eminem,5/26/2002,251720,73,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"rap,hip hop",Eminem Catalog PS,0.901,0.813,7,-4.509,1,0.199,0.0325,0.0000109,0.144,0.502,96.442,4
spotify:track:722tgOgdIbNe3BEyLnejw4,Black Skinhead,Yeezus,Kanye West,6/18/2013,188013,74,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rap,Rock The World/IDJ/Kanye/LP6,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4
spotify:track:722tgOgdIbNe3BEyLnejw4,Black Skinhead,Yeezus,Kanye West,6/18/2013,188013,74,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,rap,Rock The World/IDJ/Kanye/LP6,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4
spotify:track:1ZlPS78P0Ug1hhqQ1SJ0IW,MAMA MA,MAMA MA,SXLLX;Oliveira Mc 011,8/21/2025,73259,71,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:20:33Z,"phonk,brazilian phonk,funk bruxaria",broke,0.669,0.808,8,-4.567,0,0.0458,0.357,0.466,0.116,0.455,130.144,4
spotify:track:0tBbt8CrmxbjRP0pueQkyU,Wolves,Wolves,Selena Gomez;Marshmello,10/25/2017,197993,77,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,edm,Selena Gomez PS,0.725,0.804,11,-4.614,0,0.0422,0.124,0,0.204,0.31,124.996,4
spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,Roses,Roses,The Chainsmokers;ROZES,6/16/2015,226738,83,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Disruptor Records/Columbia,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4
spotify:track:67awxiNHNyjMXhVgsHuIrs,Turn Down for What,Turn Down for What,DJ Snake;Lil Jon,12/18/2013,213733,72,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,crunk,Columbia,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4
spotify:track:6kwAbEjseqBob48jCus7Sz,Elastic Heart,1000 Forms Of Fear,Sia,7/4/2014,257200,80,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Monkey Puzzle Records/RCA Records,0.421,0.791,9,-4.998,1,0.0496,0.0117,0.0000148,0.146,0.499,130.075,4
spotify:track:15og0pCEcTFWEXOFKdcJlU,Hate Me,Brightest Blue,Ellie Goulding;Juice WRLD,7/16/2020,188066,84,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"melodic rap,emo rap",Polydor Records,0.64,0.789,8,-4.891,1,0.0644,0.0875,0,0.147,0.762,75.018,4
spotify:track:4drgH8MGED51vOGSJZKUZy,Titanium,Memories of Summer,David Guetta;Sia,6/14/2023,245040,54,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,edm,Copyright in this compilation EP is Warner Music UK Limited,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,4
spotify:track:4VrWlk8IQxevMvERoX08iC,Chandelier,1000 Forms Of Fear,Sia,7/4/2014,216120,83,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Monkey Puzzle Records/RCA Records,0.399,0.787,1,-2.88,1,0.0499,0.0197,0.0000607,0.0685,0.572,117.089,5
spotify:track:6bvZRLLkBKkmgpBJTTj3QK,How You Like That,THE ALBUM,BLACKPINK,10/2/2020,180956,70,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,YG Entertainment,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4
spotify:track:2OKo7g3KfmCt3kyLvUAL0g,The Search,The Search,NF,5/30/2019,248040,69,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,christian hip hop,NF Real Music,0.789,0.786,2,-4.788,1,0.297,0.596,0,0.0997,0.39,119.957,4
spotify:track:60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Kamikaze,Eminem;Joyner Lucas,8/31/2018,244679,71,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"rap,hip hop",Eminem Catalog PS,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4
spotify:track:62yJjFtgkhUrXktIoSjgP2,Radioactive,Night Visions,Imagine Dragons,9/4/2012,186813,81,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Kid Ina Korner / Interscope,0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,4
spotify:track:6bKetqXF3g4UgaXQlAYdgz,Anything Could Happen,Halcyon,Ellie Goulding,1/1/2012,286322,61,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Polydor Records,0.702,0.781,0,-4.081,1,0.03,0.433,0,0.135,0.382,102.997,4
spotify:track:1158ckiB5S4cpsdYHDB9IF,My Own Summer (Shove It),Around the Fur,Deftones,10/27/1997,214760,84,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Maverick,0.443,0.781,1,-4.277,1,0.0377,0.0000133,0.205,0.166,0.372,71.841,4
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,Imagine Dragons,6/23/2017,204346,88,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Kid Ina Korner / Interscope,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4
spotify:track:1yvMUkIOTeUNtNWlWRgANS,Unstoppable,This Is Acting (Deluxe Version),Sia,10/21/2016,217746,80,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Monkey Puzzle Records/RCA Records,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4
spotify:track:41BTPMEIhFBAqij6IUnyzb,God’s Menu,IN LIFE,Stray Kids,9/14/2020,167922,55,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"k-pop,noise music",Republic Records - Stray Kids,0.689,0.771,5,-3.618,1,0.0548,0.00776,0,0.521,0.482,157.052,4
spotify:track:22VdIZQfgXJea34mQxlt81,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,8/28/2015,213520,84,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,The Weeknd/Lyric,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4
spotify:track:2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,reputation,Taylor Swift,11/10/2017,208186,80,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Taylor Swift,0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,4
spotify:track:7vGuf3Y35N4wmASOKLUVVU,Silence,Silence,Marshmello;Khalid,8/11/2017,180822,79,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,edm,Joytime Collective/RCA Records,0.52,0.761,4,-3.093,1,0.0853,0.256,0.00000496,0.17,0.286,141.971,4
spotify:track:7GbUWl6qLW1gdngbEV2WDJ,Monster,EX'ACT,EXO,6/9/2016,221341,69,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,SM Entertainment,0.618,0.76,6,-4.312,1,0.0596,0.0066,0,0.127,0.541,150,4
spotify:track:6wH3AP7b01vpzKYRJhreMy,Black Swan,Black Swan,BTS,1/17/2020,198260,67,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,k-pop,BIGHIT MUSIC,0.719,0.757,2,-5.167,0,0.0849,0.137,0,0.129,0.489,147.024,4
spotify:track:0hL9gOw6XBWsygEUcVjxEc,HYAENA,UTOPIA,Travis Scott,7/28/2023,222085,68,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:24:58Z,rap,Cactus Jack/Epic,0.608,0.754,8,-5.277,1,0.0719,0.0305,0,0.119,0.455,97.071,4
spotify:track:2GjMaJ7DacMIkgoe8oMXGg,Close To Me,Brightest Blue,Ellie Goulding;Diplo;Swae Lee,7/17/2020,182626,73,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,moombahton,Polydor Records,0.572,0.75,1,-5.042,0,0.0604,0.0946,0,0.378,0.475,144.081,4
spotify:track:0BCPKOYdS2jbQ8iyB56Zns,Clocks,A Rush of Blood to the Head,Coldplay,8/27/2002,307879,86,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,,Parlophone Records Limited,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4
spotify:track:6qBffi4yVR6ZpfPOo6TaGc,Godzilla,Discover More Hip Hop,Eminem;Juice WRLD,8/10/2020,210800,41,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"rap,hip hop,melodic rap,emo rap",UME - Global Clearing House,0.808,0.745,10,-5.26,0,0.343,0.145,0,0.292,0.828,165.994,4
spotify:track:5Z01UMMf7V1o0MzF86s6WJ,Lose Yourself,Curtain Call: The Hits (Deluxe Edition),Eminem,12/6/2005,326466,80,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"rap,hip hop",Eminem Catalog PS,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,4
spotify:track:094IjHeVUviN4aBnSXYsuj,DIA DELÍCIA,DIA DELÍCIA,Nakama;ΣP,4/25/2025,75461,83,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-22T12:19:28Z,"phonk,brazilian phonk,funk",Nakama,0.826,0.743,8,-3.721,1,0.0336,0.366,0.00000306,0.0281,0.541,130.021,4
spotify:track:19a3JfW8BQwqHWUMbcqSx8,Famous,The Life Of Pablo,Kanye West,6/10/2016,196040,73,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rap,Rock The World/IDJ/Kanye LP7,0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,4
spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,312820,83,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rap,Cactus Jack / Epic,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,312820,83,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rap,Cactus Jack / Epic,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
spotify:track:3Ek7BRwu6eO2kSeNMlZC1A,Hey Mama,So Am I - 10's Anthems,David Guetta;Nicki Minaj;Bebe Rexha;AFROJACK,9/3/2021,192560,51,FALSE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,"edm,big room",Warner Music Group - X5 Music Group,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.524,85.979,4
spotify:track:6gBFPUFcJLzWGx4lenP6h2,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,243836,84,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rap,Cactus Jack / Epic,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
spotify:track:3L0IKstjUgDFVQAbQIRZRv,R.I.P.,Die Lit,Playboi Carti,5/11/2018,192026,72,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,rage rap,AWGE Label,0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,4
spotify:track:6xhblLundMJAiG9jF7nlxs,Versace,Young Rich N*ggas,Migos,7/9/2013,195474,44,TRUE,31vxrip5qtkqm6o6uvq567xlect4,2026-03-20T06:34:25Z,trap,Quality Control Music,0.843,0.725,6,-3.045,0,0.24,0.0386,0,0.276,0.427,132.072,4
